__ID_4289
post_id,meta_key,meta_value
4289,location_hero_gallery,"https://chromaela.com/wp-content/uploads/2025/11/DSC00732.webp 
https://chromaela.com/wp-content/uploads/2025/11/DJI_0067.webp 
https://chromaela.com/wp-content/uploads/2025/11/DJI_0070.webp 
https://chromaela.com/wp-content/uploads/2025/11/DSC00665.webp 
https://chromaela.com/wp-content/uploads/2025/11/DSC00683.webp 
https://chromaela.com/wp-content/uploads/2025/11/DSC00701.webp"
4289,location_virtual_tour_embed,
4289,schema_loc_name,"Chroma Early Learning Academy - Pleasanthill Campus Duluth"
4289,schema_loc_description,"At Chroma Early Learning Academy, we provide a nurturing environment where your child's growth and development take center stage. Situated in the vibrant community of Pleasant Hill, GA, we offer innov"
4289,schema_loc_telephone,470-470-3436
4289,schema_loc_email,pleasanthill@chromaela.com
4289,schema_loc_price_range,$$
4289,schema_loc_opening_hours,"mo-fr 6:30am-6:30pm"
4289,schema_loc_payment_accepted,"Cash, Credit Card"
4289,litespeed_vpi_list_mobile,"a:1:{i:0;s:24:""logo_chromacropped_70x70"";}"
4289,litespeed_vpi_list,"a:1:{i:0;s:24:""logo_chromacropped_70x70"";}"
4289,_thumbnail_id,4630
4289,location_hero_review_text,"I don't even know where to start with how impressed I am with this place. I am extremely particular about where I send my kids and not one day have I felt hesitant or as if I have made the wrong daycare and aftercare school decision for my babies. The staff, Ms. Renee', Ms. Tabby, Ms. Tamika, and Ms. Katrina, just to name a few are AMAZING. I am greated daily both in the morning and afternoon. And the one main thing that sold me on this location is the care and concern they personally have for the kids. I know my kids are truly safe and that they are in great hands. And I have had them both enrolled in different early childhood learning facilities where I was beyond disgusted with the staff. I have never had anything of such happen here. And as an educator myself, I am able to read teacher care and concern. And this place does not hesitate to demonstrate exemplary service. They are very accomodating and work with you in everyway. If this was the sign you needed to determine if you were going to enroll your student, this is it."
4289,location_hero_review_author,"Tanoyia Lone"
4289,location_special_programs,
4289,location_faq_items,
4289,location_quality_rated,1
4289,meta_description,
4289,seo_llm_primary_intent,transactional
4289,seo_llm_target_queries,"a:5:{i:0;s:47:""Chroma Early Learning Academy Duluth enrollment"";i:1;s:44:""Daycare near Pleasant Hill Elementary School"";i:2;s:42:""Preschool in Duluth GA with extended hours"";i:3;s:39:""Childcare services in Pleasant Hill, GA"";i:4;s:52:""Chroma Early Learning Academy director Ranae Johnson"";}"
4289,seo_llm_key_differentiators,"a:5:{i:0;s:60:""Nurturing environment fostering child growth and development"";i:1;s:48:""Personalized and innovative learning experiences"";i:2;s:59:""STEAM-focused curriculum for infants to school-age children"";i:3;s:92:""Conveniently located in Pleasant Hill, Duluth, serving surrounding North Metro Atlanta areas"";i:4;s:83:""Director Ranae Johnson brings over 28 years of Early Childhood Education experience"";}"
4289,seo_llm_description,"Early learning helps children build strong brains, social skills, and confidence through meaningful, age-appropriate activities. We understand how important your child’s safety is, which is why we provide a secure, nurturing environment where children are protected, supported, and encouraged to thrive."
4289,seo_llm_when_to_recommend,a:0:{}
4289,chroma_faq_items,a:0:{}
4289,alternate_url_en,
4289,alternate_url_es,
4289,location_gmb_url,https://share.google/NDdviOm6YNJd63Hus
4289,_chroma_license_number,
4289,_chroma_google_maps_cid,8825850787827028411
4289,_chroma_open_house_date,
4289,_chroma_is_event_venue,
4289,_chroma_es_title,"Downtown Duluth"
4289,_chroma_es_content,
4289,_chroma_es_excerpt,
4289,_chroma_es_location_city,Duluth
4289,_chroma_es_location_address,"3152 Creek Dr NW, Duluth, GA 30096, Estados Unidos"
4289,_chroma_es_location_hero_subtitle,
4289,_chroma_es_location_ages_served,
4289,_chroma_es_location_open_text,"Abierto Ahora"
4289,_chroma_es_seo_title,"Duluth GA Childcare &amp; Preschool | Chroma"
4289,_chroma_es_meta_description,"Trusted Duluth GA childcare and preschool near Pleasant Hill. Explore our nurturing programs and schedule a tour!"
4289,_chroma_es_location_intro_text,
4289,_chroma_es_location_hours,"06:30am- 18:30pm"
4289,_chroma_es_location_special_programs,
4289,_chroma_es_location_tour_booking_link,https://api.leadconnectorhq.com/widget/booking/qqekul20rH0iU9Yrhfp2
4289,_chroma_es_location_tagline,"Campus Pleasant Hill, Duluth GA"
4289,_chroma_es_location_description,"En Chroma Early Learning Academy, ofrecemos un ambiente de apoyo donde el crecimiento y desarrollo de su hijo son nuestra prioridad. Ubicados en la vibrante comunidad de Pleasant Hill, GA, ofrecemos experiencias de aprendizaje innovadoras y personalizadas diseñadas para fomentar la creatividad y la independencia. Descubra un lugar donde la educación se une al cuidado."
4289,_chroma_es_location_director_name,"Ranae Johnson"
4289,_chroma_es_location_director_bio,"Renae Johnson – Directora del Centro Chroma ELA Pleasant Hill Soy de Florida, he vivido en Georgia por 21 años. Soy madre de dos hermosas hijas y abuela de tres maravillosos y talentosos nietos. He estado involucrada y trabajando en educación infantil como maestra, coordinadora de servicios de apoyo, coordinadora de instalaciones, socia familiar y directora por más de 28 años. Disfruto mucho lo que hago. Me gusta pasar tiempo con familiares y amigos, ir de COMPRAS (¡especialmente zapatos! Jajaja…), asistir a eventos de jazz, eventos de motociclismo y pasear en mi Harley."
4289,_chroma_es_location_hero_review_text,"Ni siquiera sé por dónde empezar con lo impresionada que estoy con este lugar. Soy extremadamente particular sobre dónde envío a mis hijos y ni un solo día me he sentido dudosa o como si hubiera tomado la decisión equivocada de guardería y escuela extraescolar para mis bebés. El personal, la Sra. Renee', la Sra. Tabby, la Sra. Tamika y la Sra. Katrina, solo por nombrar algunas, son INCREÍBLES. Me saludan a diario tanto por la mañana como por la tarde. Y lo principal que me convenció de esta ubicación es el cuidado y la preocupación que tienen personalmente por los niños. Sé que mis hijos están realmente seguros y que están en buenas manos. Y he tenido a ambos inscritos en diferentes centros de aprendizaje infantil donde estaba más que disgustada con el personal. Nunca me ha pasado nada de eso aquí. Y como educadora, puedo leer el cuidado y la preocupación del maestro. Y este lugar no duda en demostrar un servicio ejemplar. Son muy complacientes y trabajan con usted en todos los aspectos. Si esta era la señal que necesitaba para decidir si iba a inscribir a su estudiante, esta es."
4289,_chroma_es_location_hero_review_author,"Tanoyia Lone"
4289,_chroma_es_location_seo_content_title,"Guardería Chroma Academy: Duluth, GA | Inscríbase Ahora"
4289,_chroma_es_location_seo_content_text,"📍 Barrios, Áreas de Servicio y Escuelas Cercanas – Campus Pleasant Hill / Duluth, GA Chroma Early Learning Academy – Campus Pleasant Hill / Duluth ofrece guardería, cuidado infantil, preescolar, GA Pre-K y programas para escolares confiables para familias en Duluth, GA, y las comunidades circundantes del norte de Metro Atlanta. Nuestro entorno de aprendizaje temprano, seguro y de apoyo, está diseñado para apoyar a niños desde la infancia hasta la edad escolar, ayudando a construir bases académicas, sociales y emocionales sólidas. Servimos con orgullo a familias de barrios y áreas cercanas, incluyendo Downtown Duluth, Pleasant Hill, Meadowcreek, Centerview, Sugarloaf, Buford y Lawrenceville, haciendo que la educación temprana de calidad sea fácilmente accesible para los padres locales. Chroma Duluth también es una opción conveniente para familias con niños que asisten a escuelas cercanas como Pleasant Hill Elementary School, Ferguson Elementary School, Meadowcreek Elementary School, Corley Elementary School y Kanoheda Elementary School, ofreciendo cuidado infantil y educación temprana confiables cerca de casa. Con educadores experimentados, aulas atractivas y un fuerte enfoque en la seguridad y el desarrollo, Chroma Early Learning Academy – Campus Pleasant Hill / Duluth es un socio de confianza para las familias que buscan programas de guardería y preescolar de calidad en el área de Duluth."
4289,_chroma_es_location_school_pickups,"Pleasant Hill Elementary School – 3270 Brownlee Rd, Duluth, GA 30096 Ferguson Elementary School – 1755 Centerview Dr, Duluth, GA 30096 Corley Elementary School – 1331 Pleasant Hill Rd, Lawrenceville, GA 30044 Kanoheda Elementary School – 1025 Herrington Rd, Lawrenceville, GA 30044 Meadowcreek Elementary School – 2795 Residential Dr, Duluth, GA 30096"
4289,_chroma_post_schemas,a:1:{i:0;i:1;}
4289,_chroma_ai_fallback_cache,"a:1:{s:11:""description"";s:336:""At Chroma Early Learning Academy, we provide a nurturing environment where your child's growth and development take center stage. Situated in the vibrant community of Pleasant Hill, GA, we offer innovative and personalized learning experiences designed to foster creativity and independence. Discover a place where education meets care."";}"
4289,_metasync_otto_image_alt_data,"{""https://chromaela.com/wp-content/uploads/2025/11/renae.webp"":""Directora Renae Johnson en Chroma Early Learning Academy, sonriente, con suu00e9ter azul y fondo neutro, destacando su experiencia en educaciu00f3n infantil."",""https://chromaela.com/wp-content/uploads/2025/11/Camp-150x150.webp"":""Flor de girasol en un fondo de atardecer, destacando su color amarillo vibrante y hojas verdes, simbolizando el ambiente natural de Chroma Early Learning Academy."",""https://chromaela.com/wp-content/uploads/2025/11/Camp-768x512.webp"":""Sunflower in foreground with vibrant yellow petals and brown center, surrounded by green leaves, against a warm, glowing sunset sky."",""https://chromaela.com/wp-content/uploads/2025/11/DJI_0067-1024x768.webp"":""Playground area at Chroma Early Learning Academy featuring a wooden play structure, colorful play equipment, green picnic tables, and a fenced environment, emphasizing a nurturing space for children's growth and development in Duluth, GA."",""https://chromaela.com/wp-content/uploads/2025/11/DJI_0070-1024x768.webp"":""Playground area of Chroma Early Learning Academy's Pleasant Hill Campus, featuring colorful outdoor furniture, play structures, and safety fencing in a nurturing environment for children's growth and development."",""https://chromaela.com/wp-content/uploads/2025/11/DSC00665-1024x683.webp"":""Early learning classroom at Chroma Early Learning Academy featuring colorful red chairs, a whiteboard, storage shelves, and a vibrant green accent wall, designed for nurturing children's growth and development."",""https://chromaela.com/wp-content/uploads/2025/11/DSC00683-1024x683.webp"":""Classroom setting at Chroma Early Learning Academy, featuring red chairs, wooden tables, and colorful educational materials, emphasizing a nurturing environment for children's growth and creativity."",""https://chromaela.com/wp-content/uploads/2025/11/DSC00701-1024x683.webp"":""Bright and inviting classroom at Chroma Early Learning Academy, featuring colorful rugs, child-sized furniture, and play areas, designed for nurturing early childhood education in Duluth, GA."",""https://chromaela.com/wp-content/uploads/2025/11/DSC00732-1024x683.webp"":""Pleasant Hill Campus of Chroma Early Learning Academy in Duluth, GA, featuring a welcoming entrance, outdoor play area, and surrounding greenery."",""https://chromaela.com/wp-content/uploads/2025/11/prek-prep-768x576.webp"":""Wooden alphabet letters and colorful playdough containers on a table in a preschool learning environment, emphasizing hands-on activities for early childhood education."",""https://chromaela.com/wp-content/uploads/2025/11/preschool-768x512.webp"":""Colorful assortment of building blocks, emphasizing creativity and exploration, relevant to early childhood education at Chroma Early Learning Academy."",""https://chromaela.com/wp-content/uploads/2025/11/toddlers-768x1156.webp"":""Toddler with curly hair and yellow bow, smiling and covered in colorful paint, embodying creativity and exploration in a nurturing environment."",""https://chromaela.com/wp-content/uploads/2025/11/Schoolagers-150x150.webp"":""Clase de niu00f1os en aula con maestra enseu00f1ando, enfocu00e1ndose en la educaciu00f3n infantil y programas de Chroma Early Learning Academy."",""https://chromaela.com/wp-content/uploads/2025/11/Schoolagers-768x512.webp"":""Classroom scene with diverse children engaged in learning, teacher at chalkboard discussing family topics, hands raised for questions, educational posters on walls."",""https://chromaela.com/wp-content/uploads/2025/11/Parent-Day-Out-150x150.webp"":""Hombre hablando frente a una multitud en un evento, destacando la importancia de la educaciu00f3n y el aprendizaje en la comunidad."",""https://chromaela.com/wp-content/uploads/2025/11/Parent-Day-Out-768x512.webp"":""Speaker engaging with a large audience at a conference or educational event, emphasizing communication and community involvement."",""https://chromaela.com/wp-content/uploads/2024/07/505936027-1920w-1-768x480.webp"":""Children participating in a sack race during outdoor activities at Chroma Early Learning Academy, promoting fun, teamwork, and physical engagement in a natural setting."",""https://chromaela.com/wp-content/uploads/2025/11/photo-1555252333-9f8e92e65df9-768x512.avif"":""Baby feet peeking out from a soft, white blanket in a nurturing environment, reflecting the academy's focus on infant care and emotional security."",""https://chromaela.com/wp-content/uploads/2026/03/photo-1588072432836-e10032774350-150x150.avif"":""Niu00f1o concentrado en actividades educativas en un aula, rodeado de otros niu00f1os, reflejando el ambiente de aprendizaje en Chroma Early Learning Academy."",""https://chromaela.com/wp-content/themes/chroma-excellence-theme/assets/images/logo_chromacropped_70x70.webp"":""Chroma Early Learning Academy logo featuring a colorful geometric design, representing state-funded Pre-K education and a joyful learning environment."",""https://chromaela.com/wp-content/uploads/2025/12/children-engaged-in-a-playful-learning-environment-showcasing-quality-early-childhood-education-c53e5078-7910-4118-808a-4f7fc6f6baf5-300x300.jpg"":""Children engaged in playful learning with building blocks in a bright early childhood education setting, featuring a teacher assisting and other kids participating in activities.""}"
